ID;T2;JAHR;VAR1;VAR2;VAR3;VAR4;VAR5;VAR6;VAR7;VAR8;VAR9;VAR10;VAR11;VAR12;VAR13;VAR14;VAR15;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;category
1514;0;2002;327126.32;8640050.88;12265834.33;12178742.37;86735.97;24555976.11;3145179.64;8583766.12;7266311.23;2653403.07;335982.0;5614862.49;3162154.03;10757396.41;1071618.57;41692326.75;0.0;1523854.57;834955.66;3829733.6;2998423.76;2087364.82;0.0;-6976983.48;320126.32;150.0;wholesale
1204;0;2001;98843.88;1095665.27;12847235.08;9574643.67;142242.0;22693107.54;1558164.95;8644231.67;9041685.63;0.0;2033.99;765762.53;0.0;0.0;325558.14;15924219.06;0.0;1255193.32;361237.27;-88271.67;7657843.97;-2.12457962334e-09;215229.25;765762.53;-166.319999999992;99.0;manufacturing
1206;0;2002;1489730.74;3570541.55;7650915.03;766524.84;41503.53;8556830.72;2028062.18;0.0;1406204.77;0.0;83572.0;4985017.75;0.0;1376756.35;2016572.48;16078746.95;0.0;466913.61;49158.06;992985.47;947923.27;617435.93;7007383.72;4985017.75;229485.12;162.0;construction
1209;0;2002;12754160.66;1331282.93;19217967.2;491680.13;182182.18;23015956.73;1248834.61;170778.73;10945976.68;0.0;83652.46;4425159.48;0.0;0.0;1240265.49;24969646.35;0.0;7460878.79;1247846.32;-16266468.28;-29450467.94;12910131.06;-3495497.42;4425159.48;-5829659.98;330.0;real_estate
1053;0;2000;305016.913418;95721.10558080001;905522.5910840001;142545.885835;318297.029783;1366814.4976700002;63405.6794059;0.0;68840.9063918;315121.308991;0.0;1139370.84979;0.0;3755.2087846;172608.933226;5343218.8411;0.0;139700.342001;56905.56436769999;-123653.17021800001;-172750.402576;-131328.295354;27098.469693;-20750.4286500001;-44195.441442;102.0;real_estate
1059;0;2001;2633030.33;136953.7;5681310.03;682506.42;0.0;6402156.06;1647023.29;0.0;3307688.08;0.0;0.0;1867070.84;0.0;0.0;78447.62;24054471.51;0.0;272248.68;1867.5;2350696.05;2385330.27;1676744.02;-5940.93;1867070.84;2393030.33;594.0;real_estate
1060;0;2000;195824.422293;982499.0409520001;17175289.9471;29585.393402200003;32390.3406614;18912226.1985;1622525.48984;0.0;9704955.90248;0.0;0.0;6771095.609;0.0;2874672.83345;1470656.4470799998;5409261.40613;0.0;16180.460463299998;418172.642657;1254158.81189;931708.471239;557599.919003;-885807.1199120001;6771095.609;6135.13444200001;22.0;real_estate
1170;0;2001;6863000.0;3359000.0;13372000.0;4852000.0;4000.0;18266000.0;2035000.0;4743000.0;8651000.0;256000.0;297000.0;5458000.0;1788000.0;2403000.0;1438000.0;21865000.0;0.0;307000.0;233000.0;2283000.0;2187000.0;1326000.0;2752000.0;0.0;0.0;93.0;construction
1171;0;2002;5300873.42;468496.0;7885139.46;7693543.92;370.0;15640087.49;1266181.15;6975979.55;8923660.0;0.0;330167.0;3211964.55;1896000.0;2566620.5;2172578.35;20270672.62;0.0;339891.74;221023.03;542199.61;480382.8;277266.64;-2890897.71;-2138035.45;-1562126.58;69.0;construction
1173;0;2001;68000.0;4935000.0;6571000.0;49000.0;0.0;6620000.0;1105000.0;0.0;704000.0;95000.0;0.0;5643000.0;0.0;4209000.0;428000.0;22111000.0;0.0;32000.0;150000.0;409000.0;259000.0;193000.0;5000.0;0.0;0.0;50.0;wholesale
912;1;2000;26075.8859412;251555.60555100002;416191.591297;54708.231288400006;0.0;475501.449516;67490.5283184;511.2918812;36813.0154464;0.0;0.0;234171.68159000002;0.0;24030.7184164;119131.00832000001;1292545.87567;0.0;71580.86336799999;5112.918812;13804.880788600001;11759.7132638;2045.167521;126800.386538;0.0;0.0;0.0;construction
914;1;2002;141000.0;325000.0;579000.0;47000.0;1000.0;641000.0;101000.0;0.0;133000.0;0.0;2000.0;466000.0;20000.0;264000.0;195000.0;2602000.0;0.0;22000.0;24000.0;91000.0;70000.0;41000.0;134000.0;-30916.091893;113390.2384152;0.0;construction
916;1;2002;654000.0;6520000.0;7825000.0;452000.0;0.0;8298000.0;593000.0;357000.0;71000.0;0.0;56000.0;4554000.0;282000.0;3731000.0;720000.0;7521000.0;0.0;280000.0;384000.0;439000.0;77000.0;65000.0;1014000.0;0.0;0.0;0.0;construction
917;1;2000;16872.6320796;7820720.614839999;11374710.4811;1342141.18815;194802.206737;13010333.209;2593783.7133299997;350234.938622;186110.24476;37324.3073276;235705.557233;12037856.050999999;37324.3073276;4712065.97714;3632728.8159300005;19249628.0353;0.0;713763.466155;493907.957239;-1276184.53547;-1742994.02301;-1747595.6499400001;125777.802775;843120.312096803;8691.9619804;0.0;manufacturing
918;1;2001;812442.7992270001;5631368.7795400005;8735933.08218;1550236.9838;0.0;10378713.8965;1501152.9632;77205.0740612;410567.380604;0.0;289391.20475900004;3368902.20523;2193442.17035;3375548.99968;1310441.09152;8855575.38238;0.0;896294.6677430001;375288.24080100004;51640.479997;-256157.23248600002;-185087.660999;1479678.70419;443344.37558;800442.7992270001;0.0;manufacturing
919;1;1999;331828.43089899997;416702.88317800005;1931149.4352900002;538390.350904;0.0;5468777.96132;614061.549321;229570.05465900002;0.0;115551.965151;214742.590104;3107120.7620599996;1993015.75292;2545722.27649;883512.370714;8669976.429510001;0.0;252578.189313;107371.295052;281721.826548;395228.624174;381935.035263;30166.2209908;3282493.877316;157989.191291;0.0;manufacturing
779;1;2000;3579.0431684;1216363.3853799999;1931660.72717;3948195.9066199996;0.0;6759789.96134;600256.668529;1542056.3137;0.0;152876.272479;0.0;3498770.34305;3166430.62028;2070220.82698;1509333.6333;6065455.586680001;0.0;255645.9406;303707.377433;-6646.7944560000005;-310354.171889;-319046.133869;-21474.2590104;683597.24517;0.0;0.0;manufacturing
780;1;1999;19429.091485599998;90498.6629724;693823.082789;618663.176252;511.2918812;1336516.97746;106860.003171;311376.755651;30166.2209908;0.0;0.0;825225.096256;261781.44317399999;321602.593275;639114.8515;1065020.98854;0.0;90498.6629724;49084.020595199996;74648.6146552;26587.1778224;16361.3401984;0.0;0.0;0.0;0.0;wholesale
783;1;2002;27000.0;273000.0;695000.0;141000.0;3000.0;843000.0;330000.0;0.0;8000.0;0.0;0.0;784000.0;15000.0;171000.0;333000.0;2397000.0;0.0;74000.0;27000.0;11000.0;-14000.0;-18000.0;187000.0;366447.06850459997;-29242.106932;0.0;construction
785;1;2000;666724.6130850001;5630346.195780001;7726642.908689999;719898.96873;0.0;9408793.19784;1186197.16438;409033.50496;813465.3829890001;0.0;125777.802775;2608611.17788;83851.8685168;687687.5802140001;1688797.0836;9529969.37369;0.0;458117.525555;125266.510894;-230081.34653;-408522.213069;-592587.290301;3337713.40047;-1292545.8756751998;-853857.441605;0.0;construction
508;1;2000;3067.7512871999998;402898.002386;656498.7754609999;49084.020595199996;3067.7512871999998;717853.801205;219855.508916;0.0;32722.6803968;0.0;0.0;673882.699422;0.0;296037.999215;290925.080403;1801792.58935;0.0;13804.8807924;17895.215841999998;29654.9291152;17895.215847599997;16361.340203999998;0.0;0.0;0.0;0.0;wholesale
509;1;1997;133958.472874;519472.551299;1491438.4174600001;412101.25624699995;0.0;1916321.9707400003;677973.034471;263826.61069899995;30677.5128714;0.0;59309.85821919999;1475077.07726;235194.265352;235194.265352;985259.4550719999;4484541.090009999;0.0;96634.16554680001;78227.6578236;-182531.201583;-260758.859407;-270473.40515;15850.048317200002;258713.69189000002;68513.1120804;0.0;construction
510;1;2000;3579.0431684;428973.888327;643716.478431;14316.1726736;15850.048317200002;881978.4950700001;179463.450301;0.0;0.0;319557.42575;39880.766733599994;373754.365158;458628.817436;111972.921983;275075.032086;1805882.9244;0.0;10737.1295052;24542.010297599998;-74137.3227776;-98679.3330752;3067.7512836;0.0;0.0;0.0;0.0;wholesale
511;1;2000;14827.464554799997;1419346.26221;3503883.2618699996;1226589.223;1022.5837624;4754503.20328;1775716.7034099998;1196934.2938899999;946401.2721010001;0.0;0.0;2352965.23728;1425993.05667;2098341.88044;235194.265352;4869032.58467;0.0;57775.98257560001;214742.590104;240307.18416799998;39880.766738;6646.79446;0.0;-52151.7718800004;14316.1726736;0.0;wholesale
512;1;1997;121176.17584400001;648318.1053609999;1482235.1636;316489.67446300003;0.0;1844741.10737;413635.13189099997;176906.990895;0.0;8691.9619804;61866.3176252;1271582.90854;8691.9619804;502599.91922;508735.42179399997;3501838.0943400003;0.0;91521.2467348;48061.4368328;144695.60238499998;118619.716444;107371.295058;-47550.1449516;-266383.0701096;-228547.470897;0.0;construction
513;1;2002;2000.0;6695000.0;8641000.0;2636000.0;74000.0;11391000.0;1515000.0;2087000.0;182000.0;0.0;0.0;4388000.0;2144000.0;1298000.0;2679000.0;13010000.0;0.0;318000.0;384000.0;659000.0;295000.0;254000.0;1135000.0;-265000.0;-623000.0;0.0;manufacturing
239;1;2001;16561.6541252;697560.4727810001;748836.73399;3672.60958123;504.13379466699996;754181.5645720001;1533.85007841;0.0;44725.604969;898.411415782;0.0;341808.45970500004;0.0;0.0;340899.67929;7754.27823185;0.0;903.294253246;963.079612891;79628.8787576;78697.4941284;47299.0597162;1526717.55667;0.0;0.0;0.0;real_estate
240;1;2001;2341.38447526;39282.8926699;204669.378139;30625.87238;1379.46549494;248427.020658;154315.65620899998;0.0;53377.6145984;0.0;0.0;113476.80008699998;0.0;23726.9650134;54677.77872259999;706765.148029;0.0;32616.474834500004;629.676403127;-3803.81730372;-2806.48113481;-5027.35411371;0.0;0.0;0.0;0.0;manufacturing
242;1;1998;26914.409728799998;54341.1236964;119831.42702100001;2731.83252018;0.0;123355.761957;28521.195594;0.0;26194.444292400003;0.0;0.0;88067.6592209;0.0;0.0;31156.915466400005;492156.94596700004;0.0;6214.89597528;245.210473209;2576.13902907;2495.09926593;2204.68547752;54341.1236964;0.0;0.0;0.0;construction
243;1;1999;245.154231102;3791.94510625;2289401.9358900003;127335.19779600001;151031.02002;2586606.8053200003;11928.9355369;0.0;37988.34765;0.0;0.0;1623752.15575;0.0;2117127.73013;266403.797774;232479.801325;0.0;107163.485538;110113.25110899999;1157956.25342;1063379.72073;1059977.07326;0.0;0.0;0.0;0.0;real_estate
245;1;2002;36000.0;218000.0;590000.0;23000.0;1000.0;621000.0;321000.0;0.0;25000.0;23000.0;0.0;489000.0;30000.0;7000.0;194000.0;1232000.0;0.0;11000.0;5000.0;5000.0;0.0;-2000.0;31000.0;36851.75602840001;25262.870494799998;0.0;construction
246;1;1999;24186.1000096;107601.376356;369183.983129;75311.2489038;0.0;643784.986178;223050.863231;0.0;0.0;34727.563220699994;0.0;597618.8009949999;0.0;17104.569409;478114.34002;1414963.34494;0.0;11183.1856509;2682.10938476;-200170.986156;-202853.09554100002;-203334.221201;71005.6599739;0.0;0.0;0.0;construction
373;1;1999;4601.6269308;512825.756843;997530.4602209999;191223.16356800002;5112.918812;1224032.7635899999;193779.622975;0.0;70046.9877244;148274.645548;144184.310498;567533.988132;349723.646741;366084.98693899997;259736.27565;1561485.40518;0.0;81806.700992;28632.3453472;164635.985743;136003.640396;66979.2364336;152364.980598;105837.41940900001;-43971.10178319999;0.0;manufacturing
374;1;1997;85482.77710030001;6173487.995069999;8894910.79662;8449002.82422;34281.0980374;17662554.5711;1945276.96607;6591165.4362;1559064.6011299998;0.0;0.0;7460043.34448;0.0;8180202.29462;2484701.95679;31352695.9279;0.0;669760.914548;1055118.39435;1147212.29818;128071.85691199999;54223.03572389999;0.0;-596158.85303;-75980.3254587;0.0;wholesale
375;1;1997;1463828.65588;1102345.29587;3897066.71851;1879508.9552900002;1022.5837624;5914624.48172;1094675.91765;521517.718824;0.0;0.0;0.0;2656672.61472;1720497.1802299998;2074311.16203;1495528.75251;7829412.57682;0.0;590030.830905;190200.579806;-450959.439213;-590030.8308989999;-607414.754859;831871.890712;70558.2796;-636047.1002100001;0.0;construction
376;1;1998;51129.18812;283255.702185;1412699.4677600001;101235.792478;0.0;1513935.26023;988838.498241;37324.3073276;107882.586933;0.0;0.0;452493.314862;688198.872095;0.0;265360.48634299997;5928940.6544;0.0;112484.213864;40903.350496;78738.949713;40903.350504199996;19940.383375;-188155.412282;0.0;0.0;0.0;construction
377;1;1997;1920978.7141900002;2060252.0252099999;7810750.164460001;4820689.78204;23681.076567099997;14077606.2948;3588493.49755;3191685.4775799997;1247169.75865;0.0;0.0;4740239.51798;0.0;6471086.19623;2791110.90837;16525948.164;0.0;576490.747953;606179.974511;-4517185.7915199995;-4705876.68994;-4761572.60419;-1020731.0805299999;-524792.49199;-1126609.60265;206.0;manufacturing
379;1;1997;1533.8756435999999;2064085.32441;5983137.593810001;10646119.5503;38858.182971199996;16721800.9746;3876615.0432599997;7433672.66077;4774954.87853;516916.091893;0.0;5973423.04806;5772485.3387400005;7377430.553830001;1118706.63607;15199173.7524;0.0;845165.479624;1155519.65151;899873.7108700001;-255645.94064000002;-282744.41034299997;0.0;2458802.65668;-511.2918812;0.0;manufacturing
1;1;2000;13131000.0;2726000.0;32880000.0;1955000.0;597000.0;36385000.0;1657000.0;0.0;35095000.0;0.0;20000.0;525000.0;0.0;0.0;437000.0;3996000.0;0.0;415000.0;39000.0;-2013000.0;-1650000.0;-3830000.0;0.0;0.0;0.0;39.0;wholesale
3;1;1998;417725.46694;69024.403962;1213295.63409;101235.792478;511.2918812;1353900.90142;649340.689124;0.0;65956.6526748;0.0;0.0;1034854.76755;12782.29703;518449.96753699996;359438.192484;2622416.05867;0.0;119642.300201;57775.98257560001;66467.9445512;41414.642372400005;24542.0102928;-40903.350496;104303.543766;8180.67009900004;0.0;construction
4;1;1999;13315.2012138;1375431.14124;2924702.40144;3020655.03021;2061.52886419;8210516.50902;715687.201578;2896778.2107;0.0;511291.881;133873.087078;2828801.99602;2992170.70898;4492566.0444;769362.986263;8105956.54731;0.0;1108648.95168;359707.791439;-535473.011253;-853381.3978510001;-862412.939444;0.0;-764836.67263;-4576.4355780000005;0.0;wholesale
5;1;2001;250533.021788;1605967.79885;5939166.49202;6213218.94034;55219.5231696;12215785.6256;1971030.2020299998;4085733.4226699998;3200175.88443;0.0;0.0;7775215.63742;148785.93742899998;5925361.61123;1395826.83568;17899306.177;0.0;660589.11051;376822.116444;503111.21105600003;189689.287881;174861.823326;-352791.398028;460162.69309779897;-757734.567942;0.0;manufacturing
6;1;2001;39369.4748524;1471498.03409;1741971.43925;2275248.87134;7669.378218000001;4065793.0393;119131.00832000001;2222074.5157;1519048.17905;0.0;0.0;1005711.1303200001;1455136.6939;1218408.5529;519983.84318;5414069.73003;0.0;136514.93228;143161.72673599998;-148785.937424;-230081.346535;-247465.270496;0.0;-188155.41227;-2045.1675248;0.0;wholesale
7;1;1997;263315.31881799997;17151797.4467;20083033.8016;3512575.22384;14316.1726736;23631399.4572;1993015.75292;2892889.46383;3622502.9783;0.0;0.0;3534560.77473;595143.749717;1292545.87567;2157651.73866;18760321.705;0.0;888625.289525;171282.780202;178952.158435;97656.7493242;51129.188135000004;6130900.94747;597188.917236;-509758.00555600005;0.0;construction
36;1;2000;12782.29703;181508.617826;796592.750909;359949.484365;511.2918812;1795657.0867700002;479080.492684;107371.295052;0.0;0.0;0.0;1667322.8245899999;116574.54891400001;601790.544172;493907.957239;3706866.1387;0.0;60332.4419816;85897.0360416;10737.1295046;-28632.345347799997;-29654.9291102;0.0;0.0;0.0;0.0;wholesale
37;1;2000;163102.11010299998;1169324.5323;3212958.1814599996;2317174.8056;13804.8807924;5584329.926469999;1315042.71845;1405541.38142;13804.8807924;53685.647526;0.0;1776227.9952900002;2681214.62501;1188753.6237899999;968898.114874;7460771.130469999;0.0;321091.301394;279165.367135;338475.22534899996;61355.02573840001;43971.10177759999;404943.16991;-291436.37228;-10737.129504999999;0.0;construction
38;1;1997;1477633.53667;19766544.1272;24927524.376;1894847.7117299999;0.0;26823905.9634;3220627.55968;1341118.60439;163613.401984;137026.224162;0.0;8872448.014460001;1186197.16438;5486161.88528;3361232.8270099997;44552951.944;0.0;318534.84198800003;576225.950112;838007.3932449999;329271.971451;238773.308479;-12369684.4819;-2667921.03609;-5568991.170030001;0.0;construction
39;1;2000;7158.0863368;1925013.9327099998;2706267.92719;388581.829712;5624.2106932;3113256.26462;589008.247142;19940.383366799997;0.0;1243973.14696;0.0;1523649.80598;1525183.6816200002;761313.6111069999;851812.274079;4653778.70268;0.0;357393.024959;216276.465748;167703.737032;-19940.383368799998;-27609.761586799996;285812.161591;-233660.389710001;-13804.8807924;0.0;construction
40;1;2000;4601.6269308;288879.912878;330805.847137;49595.3124764;0.0;381423.743376;35279.139802800004;0.0;6646.7944556;68513.11208080001;0.0;106348.71128999999;252066.89743200003;40392.0586148;0.0;642182.602787;0.0;13804.8807924;13293.5889112;14316.1726734;1022.5837622000001;511.29188099999993;160034.35881600002;84363.16039860001;-511.2918812;0.0;construction
12820;0;2001;39369.4748524;365062.403177;733703.8495220001;1071156.49111;14316.1726736;1877975.07965;274563.740204;360972.068127;420281.926346;0.0;63911.48515;1255732.86023;117085.84079500001;592587.290311;487261.16278400004;4915560.14586;0.0;204516.75248;61355.025744000006;36301.7235672;-23008.134652;-36813.0154444;0.0;-139582.683567;-50106.6043576;0.0;wholesale
12821;0;2002;60000.0;243000.0;599000.0;946000.0;9000.0;1606000.0;254000.0;356000.0;419000.0;0.0;85000.0;1019000.0;68000.0;473000.0;336000.0;4722000.0;0.0;207000.0;58000.0;74000.0;16000.0;2000.0;0.0;-285818.701025;20630.525147599998;0.0;wholesale
12822;0;1997;328760.679612;2635198.3557;5876277.590630001;2762510.03412;0.0;8715481.40693;2288031.16837;2633153.18818;704048.920412;856413.90101;0.0;3339758.568;4635372.19496;1073712.9505200002;745463.56279;12564486.6886;0.0;644739.062194;439711.017832;383980.202773;90498.66296419999;81295.4091026;0.0;0.0;0.0;0.0;wholesale
12823;0;1999;1063998.40478;4675764.25357;10104150.1563;6927493.69839;18917.799604400003;17170203.9545;3479341.25157;4876701.96289;1547169.23251;0.0;0.0;3118880.47532;11709095.3713;2044656.23292;1440309.22934;42028192.6346;0.0;734215.141403;652408.4404109999;701492.460994;177929.57464500002;-220878.092691;0.0;0.0;0.0;0.0;wholesale
12824;0;2000;500043.45981400006;4351605.20089;11151275.929000001;6556295.79263;28632.3453472;17841018.9026;5496899.01478;4715133.72843;1572222.53469;0.0;0.0;2771713.28799;12876374.7362;1437241.47805;1583982.24796;52476442.227;0.0;739839.352097;790457.248335;776652.3675520001;180486.034073;122710.051498;0.0;820112.177569998;-563954.944966;0.0;wholesale
12825;0;2001;613000.0;6196000.0;12245000.0;6939000.0;19000.0;19298000.0;5390000.0;5171000.0;1572000.0;0.0;0.0;3215000.0;13751000.0;1317000.0;1989000.0;58309000.0;0.0;691000.0;884000.0;789000.0;201000.0;149000.0;0.0;1317911.97581;112956.54018599998;0.0;wholesale
